title,description,categories
بورس انواع شیلنگ و اتصالات,"بورس انواع شیلنگ های فشار قوی.هواکشی.پنوماتیک.سیم دار
بورس انواع اتصالات شیلنگ و پنوماتیک
شیلنگ های هواکشی
بست های استیل و فلزی
شیلنگ های ابنما فنردار و شیلنگ های باد
$NUM",businesses
سفت زن خمیر کیک پزی,جهت استفاده در قنادیها میباشد,businesses
ماده اشعل چش نوک سفید,ماده اشعل شرط تخم گذاری وخونگی درجه1,leisure-hobbies
هندا انرژی,تمام موتور فابریک میباشد در موتور باز نشده اچار نخرده$NUMترکی با مشتری کنار میام,vehicles
چرخ.مارک منستر نونو.بخونید.قیمت مناسب.سالم,"سلام 
چرخ را ۱۰روزه خریدم ۲بار سوارش نشدم مشکل پیدا کردم دارم میفروشم مارکش منستر هست همراه با روکش زین وروکش چرخ....باتشکرازسایت خوب دیوار",leisure-hobbies
برنج کامفیروزی را از ما کامفیروزی ها بخواهید,برنج کامفیروزی به صورت تناژ. تحویل درب منزل,businesses
قوری گل قهوه ای,به خریدار واقعی تخفیف داده میشود,for-the-home
لباس مجلسی بلند بادمجونی,قیمت اصلی 120 هزار تومان,personal
ماهی گوپی 1 بند تا 3 بند,"ماهی گوپی مختلف درسایز های 1 بندی تا 3 بندی
نر و ماده
مولد
فوق العاده خوش رنگ
قیمت توافقی",leisure-hobbies
در حد نو هستن یکی دو بار پوشیده شدن,از سایز 40 تا44 میشه استفاده کرد مزاحمت توسط همسرم پیگیری خواهد شد ممنون لطفا مشتری واقعی تماس بگیرد. هر کدومو بخواین 8 تومن.,personal
سهره معاوضه,مهاوضه با قناری سهره دورگه ریزخون بلند درشت وخوش استیل,leisure-hobbies
یخچال چهار در سوپری,بعلت جابجایی,businesses
تولیدوفروش رختاویزهای فلزی,تولیدوفروش رختاویزهای فلزی دررنگهاوطرحهای متنوع به صورت کلی وجزئی بانازلترین قیمت به مشتریان عزیزارائه میگردد,businesses
اتوبوس بنز ۴۵۷,موتور تازه تعمیر استاندارد میل لنگ وسوپاپ نو فنی به شرط ۹سال تخفیف بیمه لاستیک نو با ۸ میلیون سرویس دولتی,vehicles
پرایدخیلی تمیزبیرنگ۸۹,"پراید سفیدصبا
مدل۸۹
تک سوز بیمه تابرج۹/۳/۹۶دارد 
تخفیف سه سال دارد
چراغهای جلو وعقب مدل ۱۳۱
درب طرف راننده عقب استوک بدون رنگ 
لاستیک جلو۸۰درصد وعقب۷۰درصد
باخریدار راه میام متشکر",vehicles
ps4 open word 5,"بسیار سالم وبدون خط وخش
رجن ال
شماره تلگرام$NUM
همراه با نقشه ودفترچه",electronic-devices
شنل بافت,شنل بافت گرم و ضخیم.  چون خط دوخت اندام نداره. فری سایزه. به هر سایزی میخوره. حتی واسه خانومای باردار هم خوبه. تن خورش قشنگتر از عکسه.دو یا سه بار استفاده کردم.به بالاترین قیمت میفروشم,personal
پراید۸۲ لاکاغذی cng معاوضه,"بیمه ۸ماه
۹سال تخفیف
زاپاس نو
سیستم پخش
تمام لوازم مصرفی تعویض شده
رنگ شدگی نصف گلگیر
فقط تماس
معاوضه هم با mvm110,پژو اردی،روآ،ماتیز
،مورد خودتون پیامک کنید 
با تشکر از دیوار",vehicles
موتور شارژی,مدت دو سال استفاده شده در داخل منزل,leisure-hobbies
گوشی سامسونگ j5 4g,"سلام این گوشی 6 ماهه کار میکنه 
خیلی ازش راضی ام 
بدون خطو خش 
100 درصد سالم 
تاحالا نه تعمیر رفته و نه هنگ گرده
کارتون و هنذفری و همه چی داره
چون میخوام ایفون بگیرم پول کم دارم و به همین علت میفروشمش و گرنه نمیفروشمش",electronic-devices
پراید مدل 84 مشکی,"بدون رنگ 
سند تک برگ
کم کارکرد",vehicles
131مدل 92,"بدون رنگ
بیمه یکسال
58کارکرد
کم کار سالم و ب شرط",vehicles
فروش دوجفت کبوترشهری خوب وبه شرط,"سلام.دوجفت کبوتر شهری خوب تمیز دارم یک جفتش پشتی هستن تضمینی 
یک جفت دیگشم یه خوشرنگ ویه چپ هستن جفت هستن اینم تضمینی 
قیمت مناسب هستش هرکه ببینه میپسنده.
متشکرم ازبرنامه دیوار.",leisure-hobbies
هاچ بک استثنائی,"متور تازه تعمیر با قطعات فابریک
گیربکس تازه تعویض شده نو
استارت نو
دینام نو
بدون یک ریال خرج",vehicles
قناری رسمی بلند معاوضه با سهره جفتی,قناری رسمی بلند دمش 10 سانت فیکس کار داده به شرط نتفه چون ماده ندارم معاوضش میکنم تازه ازلک دراومده داره قرص میکنه باتشکر از دیوار,leisure-hobbies
دوچرخه 24 استثنائی,"دوچرخه با نو هیچ فرقی نداره انگار تازه از مغازه خریدیش
دنده ها نو 
ترمزها نو
صندلی نو
گلگیرها نو
لاستیک و رینگ ها نو
تیوپ ها نو
جک نو 
باید از نزدیک ببینیش تا باور کنی
اگه واقعا دوچرخه لازم داری تو خریدش شک نکن هیچ گونه مشکلی نداره",leisure-hobbies
براید نوک مدادی,با بیمه.وتخفیف 5سال.,vehicles
کت دامن سایز46,کت دامن سایز 46تمیز به فروش میرسد,personal
فروش لوازم سبزی خرد کنی,"فروش فوری و زیر قیمت لوازم سبزی خرد کنی شامل ：  
سبزی خرد کن نیمه صنعتی, وانهای شستشو, اجاق گاز و غیره.....

تلفن تماس$NUM",businesses
مانکن فورمات ترک,"سه عدد مانک ترک 
هر کدوم به مبلغ ۲۰۰ تومان",businesses
تردمیل مدل تاپ فرم,بسیار کم کارکرد.کارکردش به 5ساعت نمیرسه.,leisure-hobbies
رنده برقی,"رنده برقی ماکیتا مدل N1923B
نو و کم کارکرد.اصل ژاپن

فقط تماس تلفن جواب داده میشود",businesses
12عدد‌باهم,"با‌سلام
۱۲عددکبوتر
۲جفت‌بادکنکی
۱جفت‌ساتن‌
۱جفت‌دمچتری‌
۱جفت‌فری‌هلندی
۱جفت‌حمال‌درشت‌بچه‌دوست",leisure-hobbies
یک جفت دمبی,سلام یک جفت دمبی کشیده زیر بالا دم خوشکل الان هم  10 روزه تقریبا تخم کردن به شرط تخم وجوجه میدمشون تخفیف جزئی دارد لطفا قیمت پرت ندید مشتری واقعی تماس بگیره,leisure-hobbies
لباس زنانه,تعدادی لباس زنانه اورجینال و ترک به دلیل تغییر شغل زیر قیمت فروخته میشود. عکس و اطلاعات بیشتر در تلگرام...,personal
پلاتر HP,پلاتر  اچ پی,businesses
مبل راحتی,باکاور ۹۰۰بدون کاور۶۰۰,for-the-home
اکانت Clash of clans,"قابلیت تعویض اسم داره و قیمت هم مقطوع
فقط تماس بگیرید.",electronic-devices
دوچرخه بلاست حرفه ای,"سلام یک عدد دوچرخه بلاست کاملا حرفه ای تمام قطعات شیمانو خیلی خیلی سبک
بدونه کوچکترین حتی خطو خش در حد نو 
کلا دوماهم کار نکرده تویه عکس مشخصه 
چون جا ندارم میفروشم ممنون
شماره تماس و اس ام اس
$NUM
$NUM",leisure-hobbies
کاپشن خزدار مردونه,کاپشن خزدار مردونه سایز xlاز کاندا برام اوردن چون سایزم نیست گزاشتم برای فروش نو نو,personal
دوقل.ارتشی.یاماها,دوقل دوتا پوسته هاش سالم.بندودوتا چوب.قیمتش هم خوب گفتم.اگه بخوای تخفیف هم میدم.تماس جواب میدم تلگرام هم دارم.باتشکر از برنامه ی دیوار.,leisure-hobbies
14اینچ عتیقه,تلویزیون 14اینچ،سیاه سفید،سالم،تمیز،دکوری کمجا ونوستالژیک وخاطره انگیز،فقط 60هزار تومن,leisure-hobbies
فروش عمده کیف زنانه,فروش عمده انواع کیف زنانه 11000الی 14500,businesses
رگال کفش,رگال کفش زنانه,businesses
پایه همه کاره,مناسب آتلیه,for-the-home
فرش,دو عدد ٤ متری و٢ متری در حد نو با هم ٢٠٠ تومان,for-the-home
ktm 200,کویر موتور,vehicles
باتخفیفp8درحدنو,ده روزکارکرده.باگارانتی تک تیم فن.تا2018.سالم سالم.قیمت نوش باگارانتی 980.اگه خریدارباشین کمترم میدم.,electronic-devices
مانتو بافت جلو بسته,تعدادی لباس بفروش میرسد,personal
میز تحریر و کامپیوتر,میز تحریر و کامپیوتر ارژن دز حد نو وبسیارزیبا,for-the-home
فروش عمده میز عسلی,میز عسلی سه تایی، قهوه ای سفید ، مثلث، گرد،مستطیل ،سبک در حمل ونقل,businesses
شال بافت,نونو نو دونه ای 20000تومان.اقا هستم,personal
پرده,"پرده بسیار خوشکل
تخفیف جزئی پای معامله",for-the-home
طوطی کوتوله,سالم وزیبا,leisure-hobbies
میز کار ناخن,میز در حد نو روکش MDF  تخفیف هم میدم,businesses
عروس هلندی,عروس هلندی سالم نر بالغ$NUMعروس هلندی ماده لوتینو درشت و کشیده بالغ سالم سالم خوشگل....,leisure-hobbies
فروش دستگاه BGA نیمه اتوماتیک کم کار,"فروش دستگاه نیمه اتوماتیک BGA

دستگاه نیمه اتوماتیک
با ساکشن
نصب و راه اندازی برنامه توسط کامپیوتر
تنظیم درجه حرارت شدت باد و نمایش حرارت بر روی نمودار و$NUMتوسط برنامه
دستگاه خیلی کم کار بوده
انگشت شمار باهاش چیپ برداشته شده
به دلیل تغییر شغل فروخته میشه",businesses
قالپاق خودروی برلیانس,این قالپاقها نو هستند و فابریک چون رینگ اسپورت کردم می فروشم,vehicles
میزتلوزیون بسیار شیک,نو،بسیار شیک و تمیز,for-the-home
دوچرخه دخترانه,دوچرخه دخترانه درحد نو وبسیارتمیز,leisure-hobbies
مبل راحتی,یک دست مبل راحتی کاملا تمیز بدون ایراد هفت نفره$NUM,for-the-home
دوچرخه مریدا,matts tfs100با دوچرخه نو فرقی نداره,leisure-hobbies
مبل کلاسیک هفت نفره,چوب راش پارچه ترک با میز جلو مبل و عسلی بدون کوچکترین لک و پارگی و شکستگی بسیار تمیز و قابل ملاحظه,for-the-home
میز تلویزیون,"میز ال سی دی چوبی, ترکیه ای ,بسیار تمیز, بدون خط و خش, در حد نو",for-the-home
گوشی موبایل هوآوی آنر 6,کاملا نو با خش گیر گلاس و قاب نیلکین,electronic-devices
مرغ عشق انگلیسی اصل,سلام با دیدن عکسها توضیح لازم نیست اگر سوالی بود من در خدمتم ممنون,leisure-hobbies
لوازم زین دوشاخ,سیر تا پیاز لوازم زین دوشاخ موجود است,vehicles
مبدل آب گرم استخر مارک ایماکس تمام استیل,مبدل آب گرم استخر مارک ایماکس تمام استیل برای 65 متر مکعب آب بسیار کم کار در حد آک این دستگاه فقط 4 یا 5 روز بسته شده روی استخر محاسبات اشتباه بود باز کردیم دستگاه رو از تهران 1240 خریدیم قیمت برا فروش 800,businesses
پارس سال دوگانه,داشبورد جدید- دزدگیر تصویری ماجیکار- کارکرد واقعی- کاملا تمیز و سالم(مصرف خانگی)- موتور زیمنس-,vehicles
Iphone 7 32gb,گوشی رنگ گلد ١ماه نیست خریدم بدون خط وخش یا خال خریدار واقعی تماس بگیره معاوضه ندارم.یاعلی,electronic-devices
مانیکور ناخن,مانیکور ۵ کاره ناخن کاملا نو,personal
تلویزیون و میز تلویزیون,"یک عدد تلویزیون 29اینچ و میز آن به فروش میرسد
تخفیف دارد.",electronic-devices
یخچال و ویترین قنادی یا رستوران و ساندویچی,سه عدد یخچال قنادی و دوعدد ویترین همشکل و یک فریزر جهت کیک بستنی بصورت یکجا و یا جداگانه بفروش میرسد،با تخفیف ویژه.دو عدد led هم موجود میباشد برای قنادی،,businesses
فروش,فروش دستگاه,businesses
گوشی موبایل ال جیk10,گوشی ال جی k10یه هفته کارکردبا گارانتی فور جی هشت هسته ای خودم 590 خریدم انگار داری گوشی نو میخری,electronic-devices
ازن ساز و اکسیژن ساز,مشخصات: دستگاه ازن ژنراتور با قابلیت تولید 50 گرم درساعت. اکسیژن ساز با قابلیت تولید 5 لیتر دردقیقه. در حد نو فقط چند ساعت کار کرده,businesses
بلک کینگ,فروش میگو بلک چاکلت بللک کینگ و ١٠ مدل میکوی دیگر,leisure-hobbies
میز کامپیوتر,رنگ قهوه ای سوخته.پیامک یا تلگرام,for-the-home
فروش کارت صدا ۰۰۳ digi +,"دستگاه کاملا تمیز میباشد. با جعبه 
فروش به دلیل مهاجرت
$NUM",leisure-hobbies
صبد چوبى,مخصوص جاى اجیل و حبوبات به شرت سالم کاملن چوبى و دست باف,businesses
هنذفری خوب,"چون یکی دیکه خریدم میفروشم.
ترجیها پیامک",electronic-devices
گاز 5شعله ی آلیش,"گاز 5شعله ی آلیش 
فر ؛ جوجه گردون ؛ فندک برقی ؛ لامپ فر",for-the-home
دستگاه کپی,یک عدد دستگاه کپی سالم و تمیز جهت دفاتر کار,businesses
پیکان وانت مدل87,فنی سالم چهارماه بیمه وبدون رنگ,vehicles
دستگاه  Beissbarthآلمان,دستگاه میزان فرمان4سنسور آلمان بادقت اندازه گیری اصدم میلیمتر جهت میزان بنز بی ام و پورشه وکلیه خودروهای داخلی وخارجی,businesses
تخت ماشین فراری,تشک داخل ۹۰×۱۹۰ ،بدنه ام دی اف دور تا دور چرم دوزی شده.کفه ام دی اف m۱۶ دارای ۳سال گارانتی،,personal
کپسول اکسیژن 10لیتری,فروش وپخش کپسول اکسیژن 20لیتر 10لیتر 5لیتر 2لیتر _40لیتر بابهترین قیمت,businesses
یخچال ویترینی,تمیز در حد نو، موتور دانفوس، سفارشی,businesses
هواپز دیجیتال در حد نو,هواپز دیجیتال,for-the-home
تبلت نوت$NUMدر حد,بدون خط و خش واقعا سالم کم کارکرده از روز اول ضد خش روش نصب بوده و در کیف خودش نگه داری شده باتری سالم بدون کوچکترین ایراد یه کیف بلک اصلیم روش میدم که کیفش فقط$NUMپولشه قلم نوکای یدکی قلم و کلیه لوازم حافظه 16 .3g,electronic-devices
دستگاه درازنشست,دستگاه تناسب اندام درازنشست سالم,leisure-hobbies
قناری خوش قیمت,باسلام ۴تا قناری ۲تاسفید.نرمست ماده اماده.۲تاطلایی هردوماده روبه امادگی.قناری ها یکیشون سوپرسه تای دیگه کشیده وقابو قلم دار از نزدیک ببینید طالبشون میشد .هیچکدوم تاحالاکارندادن باتشکر از برنامه خوب دیوار,leisure-hobbies
دوچرخه عتیقه نیم کورسی,تمام لوازم فابریک/دارای 40 سال قدمت,leisure-hobbies
بخاری نیک کالا ١٢٠٠٠,بخاری نیک کالا کاملا سالم$NUMابعاد: طول٧٨- ارتفاع٧٥- قطر ٢٨ سانتیمتر,for-the-home
پارس tu5 برج 12 94,ماشین فول فول بدون رنگ و ضربه،خودم از تهران اوردمش,vehicles
تخت خواب دونفره با تشک,"در  حد  نو  
برای  عروس  و  داماد  بوده
حدوداً  2/5در2میباشد.",for-the-home
فروش p8lite,فروش گوشی سالم پی ایت لایت,electronic-devices
دو تخته فرش  یک عدد 9 متری یک عدد 4 متری,بعلت جابجایی . ست هم هستند . فرش 700 شانه و تراکم 1200 مشهد در حد نو,for-the-home
شلوار F50,"از تولید به مصرف
کلی و جزیی",personal
میز ال سی دی تمیز,این میز فقط 2سال کار کرده و کاملا تمیز و بدون ضربه,for-the-home
A$NUMدر حد نو سریع فروش,گوشی سالمه و تمیز فقط زنگ بزنید فوری فروش,electronic-devices
پارس سال مدل 91 سفید,سلام.پارس سال یه در رنگ مدل91 بیمه تا10/10/95 رنگ سفید.جهت مصرف کننده.لاستیک هانو 205.تخفیف جزیی پای معامله.جلوبندی.تسمه دینام استارت باطری ولوازم مصرفی همگی نو.موتوروبدنه به شرط.باتشکرازدیوار,vehicles
دوتاجفتی قناری باتخم,دوتاقناری جفتی یدونش نرطلای رسمی ماده ماسکی ۵تخم داره  واون جفتی نرطلای یسرجیور وماده نیمچه سوپر درشت وهیکل دار۵تخم داره ۵یا۶روزدیگه جوجهادرمیان فقط بخاطرواقعاجاندارم,leisure-hobbies
پروفیل بر آاگ  355,دستگاه سالم بدونه تعمیر. مشخصات فنی تو عکس معلومه. قیمت مقطوع اگه سوال دیگه ای بود تماس بگیرید. برای دریافت عکسهای بیشتر به تلگرام پی ام بدید.,businesses
پراید۱۳۹۴,ماشین فوق‌العاده سالم روکش صندلی کفی چرم یک تیکه زیر پایی مارشال تمام سرویس ها انجام شده بدون خط و خش,vehicles
کشت مستقیم,دستگاه کشت مستقیم یک سال خریدم اصلا استفاده نشده است کلا خوابیده در کوار هست لطفا تماس از ساعت 9-21 بگیرید با تشکر از سایت دیوار,businesses
پراید 111 آبی کاربنی بسیار نو,پراید 111 مدل 90 اس ایکس .هیدرولیک.ای بی اس.زاپاس زیر نرفته.بیمه تا برج 2 از اول تخفیف .بسیار نو و سالم .دو درب تعویض نمایندگی میباشد بدون ضرب خوردگی.باقی بدنه بدون خط و گریسی.,vehicles
گاردiFace,برای هواوی 560دسته دو,electronic-devices
دسته فرمون برای بازی,قابلیت استفاده با کامپیوتر و پلی استیشن ۳ و ایکس باکس و پلی استیشن ۲,electronic-devices
کفش مدل Taj,"مدل های داخل کانال بروز شدند 
عضو کانال ما باشید",personal
هواوی جی 600,این گوشی گاهی اوقات خاموش میشه .اونم قابل تعمیر هست.4اینچ .بدون خط و خش .,electronic-devices
ساب کنوود,ساب کنوود ۳۰۰۰ قیمت توافقی فقط تماس,vehicles
دک  تیاک  V-375,V$NUMمدل  دک تیاک  میباشد بسیار تمیز  وسالم  با کارتون فابریک  تک کاست  و هد فابریک خودش   تلکرام با همین شماره  در خدمت هستم    ارزون گذاشتم که  بره  با تشکر از دیوار,electronic-devices
3 دستگاه رکتیفایر آورین 630 آمپر,3 دستگاه رکتیفایر 630 آمپر، چرخدار، مارک آورین کم کارکرد (در یک پروژه زیر یکسال استفاده شده) دارای کاور ، قیمت برای هر دستگاه می باشد.,businesses
یک چخکفتر مشتی,جفتی ۵۰گفتم خدایی خوب گفتم اگ برگشت هم بیا ببرش دیگه نمیخوام کفتر اگ میخوای بازی درس کنی ببر بد نمیبینی داداش کار درستن,leisure-hobbies
سرویس نو نو قابلمه روحی,4عدد قابلمه و یک عدد ماهیتابه,for-the-home
انواع بشکه مخزن تانکر پلاستیکی دست دوم,حدود 200تا موجود است در سازیهای مختلف,businesses
ریو اتوماتیک کارخونه ای,خودرو سالم 3تیکه رنگ دارد,vehicles
میز تحریر به همراه صندلی,میز تحریر و صندلی تمام چوب و در حد نو و استفاده نشده,for-the-home
دستگاه تراش 1.5متر صادراتی مدل 1377,دستگاه از نظر گیربکس سالم و بی‌صدا، ریل سالم.,businesses
قفسه ویترین,ویترین الومینیومی پشت آینه خور جلو درب کشوی بدون شیشه طبقه ابعاد1×2  قیمت فوق العاده هر کدام فقط 100هزار تومان پول آلومینیومشم نیست,businesses
یخچال کوکا,سالم موتوری به شرط,businesses
لباسشویی,"لبساسشویی بچه مارک الگانت
نو است.",personal
پراید 131 و 111,فروش اقساطی انواع محصولات سایپا 111/131/اریو/تیبا,vehicles
طوطی برزیلی,مولد. با قفس و وسایل,leisure-hobbies
لوستر سقفی,لوستر سقفی با بدنه برنج,for-the-home
لباس  از المان رسيد,تعداد لباس زنانه و جوراب شلوارى  از المان رسیده ...پیراهن مردانه و تى شرت و کت وشلوار رسیده خیلى شیک با قیمت مناسب فروش فورى متشکرم از تماس شما,personal
ویترین سالن زیبایی,"ویترین جهت سالن زیبایی
قیمت توافقی",businesses
یخچال ویترینی شش در برای سوپری,یخچال ویترینی در حد نو,businesses
آیفون 5s$NUM,"گوشی بسیار کم کار و در حد نو ...لوازم جانبیش اصلا استفاده نشده همش آک آکه
بدون خط و خش و کاملا تمیز 
لطفا جهت معاوضه تماس نگیرید و سوال نفرمایید ...فقط برای فروش هستش..
ممنونم",electronic-devices
پالتو شیک و خاص نو حتما بخوانید,"پالتو بسیار شیک و خاص مردانه
بسیار نو
قیمت اصلی خریداری شده 300
سایز مدیوم
در خرید شک نکنید



پالتو.نیم پالتو.کاپشن.کاپیشن.کت",personal
حدود ۷۵ متر موکت با ابعاد ۶ متر به بالا,موکتها زیر فرش بوده سالم  بدون پارگی میباشد چون سرامیک کردم میفروشم تا کسی که لازم داره استفاده کنه بیای ببینید هر چقدر میرزه بدید ممنون از سایت دیوار,for-the-home
کتونی سالن فوتسال,سایز$NUM، « نو نو نو » استفاده نشده ،مارک نایک,personal
مرغ وخروس لاری,"٩ عدد مرغ و خروس لاری سالم و واکسن خورده
مرغ لاری٥ ماهه$NUMت
خووس لاری ٥ ماهه$NUM
مرغ لاری ١ ساله$NUM
خروس لاری ١ ساله سالم سر حال و بدن دارو خوش استیل٣٠٠ ت
همرو باهم ١ میلیون میدم",leisure-hobbies
گوشی سامسونگ4G  .S5 تک سیم,"سفارش اروپا 4 هسته وپر سرعت دراینترنت
دوربین 16 .دوربین جلو5 . حافظه داخلی 16 .حسگر اثر انگشت وحسگر ضربان قلب .قدم شمار.ضد اب .باکلیه لوازم اصلی .مهلت تست دارد.تعویض ندارم .",electronic-devices
پانل بر وچوب بر,یک با استفاده شده  تر وتمیزه بدون عیب وایراد,businesses
فروش بازی زیبای ps4.DOOM,بازی نو با کد ریجن 2 تعویض با بازی انچارتد یا بازی های جدید در واتس اپ و زنگ در خدمتم.,electronic-devices
بخاری گازی,بخادی گازی کم کار تمیز١٠٠٠٠,for-the-home
کبوتر فروشی,"با سلام 
تعدادی کبوتر به فروش میرسد
قیمت بدید باهم کنار میایم 
با تشکر از دیوار",leisure-hobbies
خودرو ام وی ام ۳۱۵ مدل ۹۱,بدون رنگ فنی سالم,vehicles
فروش وسایل فست فود,"فروش کلیه وسایل فست فودجهت راه اندازی 
$NUM
$NUM",businesses
ماهی فلاور,فلاور بیست سانتی قیمت باور نکردنی واقعا زیر قیمت زدم به علت کم بود جا زیر قیمت می فروشم قیمت$NUMتومان$NUM,leisure-hobbies
میکروفون حرفه ای,"Alto ACM-6 Studio Condenser microphone
میکروفون حرفه ای.
برای این خریده بودم که استودیو راه بندازم که نشد. برای همین گذاشتم برای فروش. همونطور که توی عکس میبینین قیمتش 270 یوروئه یعنی بیشتر از یک میلیون. قیمت خوب گذاشتم.
بسیار سالم و کم کارکرد
تخفیف پای معامله. 
مرسی از دیوار
$NUM",leisure-hobbies
کنسول بازی امپراتور بی سیم,سه دسته بی سیم   8 بازی متحرک 24 بازی موسیقی 53 بازی مختلف در مجموع 85 بازی,electronic-devices
لیوان سه دست کاملا نو باجعبه,"بسیارزیبا وشفاف ساخت کشورچین
قیمت دربازار30 دستی 20",for-the-home
ابزار نو.اورژینال,"سلام ١کیف ابزار دارم که نوإ نوإ هنوز از پلوم باز نشده.همشون مارکه خوبو جنسه خوبن.
آچارفرانسه_انبردست_انبرقفلی_چکش_پیچ گوشتی_فازمتر_متر ٥متری
همش باهم١٣٠تومن",for-the-home
دوربین فیلم برداری,دوربین m1000 در حد نو,electronic-devices
لودر ۳۲۰ کوماتسو,لودر ۳۲۰ کوماتسو ،مدل ۱۹۹۱ ، رنگ فابریک، بدون شکستگی ، موتور تازه تعمیر.,vehicles
برای سایز چهل میخوره,ساتن هست وپرو نداره,personal
کوله بلک دایموند,"مدل اسپید ۴۰
تکنولوژی بازی بند های کوله که بارو رو شونه ها نمیندازه
کاملا نو آکبند
مناسب برای انواع صعود",leisure-hobbies
یخچال و فریزر,یک عدد یخچال دو طرف نما ایستاده و یک عدد فریزر ایستاده شش درب موتور فرانسه,businesses
سالم.,ارتفاع 50 سانتی متر,leisure-hobbies
اپل 5 قسمتی از بردش سوخته,گوشی اپل 5 قسمتی از بردش سوخته بقیه چیزاش سالمه هندزفری و شارژر کارتون داره تکمیله لطفا برا تخفیف زنگ نزنین چون پول lcd شم نیس,electronic-devices
کابل VGA,یک عدد کابل کارت گرافیکه که به مانیتور وصل میشه که کیفیت زیاد میکنه زخیمه و بلند,electronic-devices
گلدان شیک وبزرگ بسیارباکلاس,همراه با گل طبیعی و استثناعی,for-the-home
فرش دست بافت,"فرش دست بافت 
سایز 2*1 یک جفت
سایز 2،5*1،5 یک جفت",for-the-home
انجام کلیه تزیینات سیسمونی با قیمت مقطوع,انجام کلیه تزیینات سیسمونی با قیمت مقطوع,personal
لوستر پنج شاخه کریستال ایتالیایی,یک عدد لوستر کریستال پنج شاخه,for-the-home
قناری گلاستر وسوپر,یه جفت قناری هردو جوون واماده وکاملا سالم.یه ماده گلاستر روزگاری.ویه نر سوپر.هردو کاکلی.قیمتاشونم مناسب زدم.ماده$NUMتومن.نره$NUMتومن. یه نره سفید کاکلی دارم مست مست اماده جفت وجوونم هست قیمتشم$NUMتومن. با مشتری واقعی کنارمیام.معاوضه با چیزی نمیکنم. فقط تماس بگیرید.,leisure-hobbies
مبل ال,"بدون تخفیف . بدون میز جلو مبلی .
مبل ال ٦ نفره ، در حد نو .",for-the-home
پاژن,پاژن......بژ روغنی$NUMبیمه آخر برج ۹....,vehicles
اچ تی سی وان m7 دو سیم,"گوشی سالم و تمیز از اول دست خودم بوده
مدل تک سیمکارتش دوربینش بنفشی داره توی شب
این دوسیمکارته و ساخت تایوان هستش دوربینش هیچ مشکلی نداره
مهلت تست هم میدم
گوشی 3G هستش
۱۶ گیگ حافظه داخلی
امکان استفاده همزمان دوسیمکارت با حافظه جانبی تا ۶۴ گیگ
پرچمدار سال ۲۰۱۳ اچ تی سی
خط و خش خیلی جزئی داره که باید دقت کنید تا معلوم بشه
برای مشتری واقعی تخفیف هم داره
معاوضه با گوشی همرده یا بالا تر
پیشنهادهای خودتون رو اس ام اس کنید",electronic-devices
فروش تلویزیون همراه میز,تلویزیون ۲۱ سونی کنترل دار همراه با میز بوفه دار در حد نو,electronic-devices
تابلوى زیباى تزئینى بالماسکه,کاملا نو میباشد هنوز سلفونش کنده نشده کادو برام آوردن به دکور منزلمون نمیخوره سایزش هم ٥٠در٨٠ میباشد,for-the-home
دو عدد پیراهن مردانه,هردو باهم ۳۰هزار,personal
ویبراتور ایستاده,فروشی فوری,leisure-hobbies
پژو ٤٠٥,بیمه تا برج سه سال دیگه داره از اول تخفیف داره لاستیک ٨٠در صد فقط یک در و گلگیر عقب سمت راننده رنگ داره بقیه جاهای ماشین بی رنگ و بی خطوخش فنی خوب,vehicles
خودرو نیسان مدل 85,تخفیف پای معامله.سالم و تمیزه,vehicles
C5Ultra dual 4G,رنگ سفید تمیز و سالم فقط ی زدگی کوچیک کنار دکمه پاور هست دو سیم کارت صفحه ٦ اینچ حافظه داخلی ١٦ با کارتون,electronic-devices
جک انرپک آمریکایى,٢عدد جک انرپک آمریکایى ١٢٠ تنى و٢ عدد چینى سالم فورى فروشى,businesses
کیف لوازم کاشت ناخن.تاتو و...,"کیف لوازم کاشت ناخن.تاتو و ...
بسیار جادار و سبک هست
کیف کاملا نو هستش",personal
دستگاه پانچ کاغذ,پانچ تا ٧میلیمتر  نو ،آلمانی,businesses
قفسه و پایه,"قفسها سفید و پایها قرمز هستن.نونونو.
قفسه 25×$NUM
قفسه 30×90.  9
پایه 2 متری.   4
پایه 3 متری.   12
زاویه 30 قرمز رنگم.  18
10 عدد کفی نو 30×90 و 4 عدد پایه 2متری زرد رنگم هست.",businesses
گهواره کودک,برای کسانیکه میخواهندصرفه جویی کنند خیلی خوب است سالم وتمیز است,personal
بلوز زنانه,"1. بلوز عروسکی 2 بار پوشیده شده سایز 38.
2. بلوز مجلسی بدلیل سایز نبودن اصلا پوشیده نشده کادویی از خارج از کشور اورده شده . سایز 40_42
(هر کدام$NUMتومان)",personal
کفش نایک و کفش کوه,"کتونی زنانه نایک ایر مکس ۹۰ اصل
کفش مناسب زمستان و کوه نوردی نیم بوت سایز ۴۱-۴۲",personal
میز ل سی دی,میز ال سی دی  در حد نو,for-the-home
